name;address;website;phone;emails
Miramarket;Via Raffaello Sanzio, 2092, 45027 Trecenta RO;https://miramarket-trecenta.business.site;371 152 4247;
La Bottega del Gusto;Via Ex Provinciale Rasa, 16, 45026 Ramodipalo Rasa RO;https://www.facebook.com;347 391 4400;
La Bottega di Saccenti;Via Ponti Sette, 11, 44124 Ferrara FE;http://www.labottegadisaccenti.it;347 340 7848;info@labottegadisaccenti.it
F.Lli Veronese;Via Ex Provinciale Rasa, 16, 45026 Ramodipalo Rasa RO;;0425 645022;
Latteria Agricola Quistello;Via Cappe, 3/b, 46026 Quistello MN;https://latteriaquistello.it;0376 618234;info@latteriaquistello.it
Pizzeria Tabaccheria La Fragranza della Pizza;Via Arioste, 1648, 45022 Bagnolo di Po RO;https://la-fragranza-della-pizza.business.site;345 114 7130;
Via Veneto Ventotto (F.lli Visentin);Via Vittorio Veneto, 28, 37052 Casaleone VR;https://www.viavenetoventotto.it;0442 330659;
Bell Carni S.r.l.;Via Eridania, 78, 45039 Guratti RO;;0425 746211;
Le Delizie Di Daniela;Via Capitello, 121, 37043 Castagnaro VR;;340 387 6485;
Parco Vallalta;45022 Bagnolo di Po RO;https://www.comune.bagnolodipo.ro.it;0425 704002;
Salumificio DelVecchio;Via Madonna dell'Olivo, 105, 47521 Cesena FC;http://www.delvecchio.it;0547 300770;salumi@delvecchio.it
Az. Agricola F.Lli Caretti S.S. Di Caretti Dante E Oriano;4/b Bologna, Via Zenerigolo, 40017 San Giovanni in Persiceto BO;https://aziendaagricolacaretti.it;051 823198;
Salumificio Marchisio Srl;Strada Provinciale Mondovì, Via Cuneo, 3, 12080 Pianfei CN;http://www.salumificiomarchisio.com;0174 585167;info@salumificiomarchisio.com
Municipio Bagnolo di Po;Piazza Guglielmo Marconi, 159, 45022 Bagnolo di Po RO;http://www.comune.bagnolodipo.ro.it;0425 704002;
Supermercato Crai;260, Via Capovilla, 252, 45027 Trecenta RO;https://www.crai-supermercati.it;0425 190 4271;
ADFRUIT;957-65,, Via Orlando Scavazza, 45020 Giacciano con Baruchella RO;http://www.adfruit.it;0425 50429;info@adfruit.itChiamaci- info@adfruit.it
Ufficio Postale Poste Italiane;Via Dante Gallani, 53, 45022 Bagnolo di Po RO;http://www.poste.it;0425 704010;logo-posteid@2x.png logo-poste-italiane-small@2x.png logo-poste-italiane-blocco-giallo@2x.png logo-poste-italiane-medium@2x.png
Salone Matteo;Piazza Guglielmo Marconi, 44, 45022 Bagnolo di Po RO;;0425 714808;
In Bottega, di Tartari Gloria;Via per Zerbinate, 110, 44012 Ponti Spagna FE;;377 172 7696;
Sartore Ezio;Via Mottinello, 53, 36028 Rossano Veneto VI;;0424 540141;
COMAL SRL;Via D.Alighieri, 470, 45030 Salara RO;http://cosciapuro.com;;
Chiesa Parrocchiale della Natività della Beata Vergine Maria;Piazza Guglielmo Marconi, 313, 45022 Bagnolo di Po RO;;0425 704017;
F.Lli Fanchin Snc Di Fanchin Massimo & C.;Via Aldo Moro, 1, 45020 Villanova del Ghebbo RO;;0425 648447;
Panificio Franzon;Via Roma, 4284, 45020 Giacciano con Baruchella RO;https://www.fornofranzon.it;0425 50060;
Carnydea;10/12, Piazza D. Orazio Mondin, 31040 Cornuda TV;https://carnydeagroup.wixsite.com;0423 83428;
Gusto e Bonta’ di Capetta Luca;P.za XXV Aprile, 35030 Baone PD;;0429 601839;
"Azienda Agricola ""Le Coce""";35030 Calaone PD;https://www.facebook.com;;
Il Filò delle Vigne S. S. di Carlo Giordani e Sergio Giordani;Via Terralba, 14, 35030 Baone PD;http://www.ilfilodellevigne.it;0429 56243;cantina@ilfilodellevigne.it info@ilfilodellevigne.it
Maeli;Via dietro Cero, 7, 35030 Baone PD;http://www.maeliwine.it;0429 538144;info@maeliwine.com elisa@maeliwine.com
Azienda Agricola Bressan;Via Caranzolo, 8, 35030 Valle San Giorgio PD;http://www.reteimprese.it;348 302 0257;
Le Volpi;Via Gemola, 14, 35030 Baone PD;http://www.levolpi.it;0429 59019;
Spaccio Carni Agostino Bovo;Via Palazzi, 5, 35040 Ponso PD;https://bovoagostino.weebly.com;348 595 4816;bovoagostino@outlook.it
Societa'Agricola Vignale Di Cecilia S.R.L;Via Croci, 14, 35030 Baone PD;https://www.vignaledicecilia.it;0429 51420;
Il Molino degli Euganei;P.za XXV Aprile, 20/a, 35030 Baone PD;https://www.ilmolinodeglieuganei.it;0429 57182;info@ilmolinodeglieuganei.it
Ristoro La Vallesana;Via Vallesana, 4/b, 35030 Baone PD;https://it-it.facebook.com;346 510 0864;
Salumi Artigianali Masnot;Via F. Petrarca, 10, 25060 Polaveno BS;;030 84336;
Azienda agricola agrituristica Il Murale;Via Murale, 18, 35030 Baone PD;https://www.ilmurale.com;347 222 1091;
Agriturismo Alba;Via Madonnetta delle Ave, 14, 35030 Baone PD;http://www.agriturismoalba.it;0429 4480;
PRO LOCO BAONE - Sede temporanea;Via Maso, 1, 35030 Baone PD;;;
Agriturismo Le Fornaci;Via Croci, 12, 35030 Baone PD;;0429 603355;
Alimentari Bovo Ferdinanda;Via Ponticello, 2, 35030 Valle San Giorgio PD;;0429 635008;
La Baita;Via Cavour, 51, 35042 Este PD;http://labaitaeste.it;0429 603125;baitaestecavour@gmail.com
Salumificio Val Rendena Spa;Via IV Novembre, 71, 38094 Porte di Rendena TN;http://www.salumificiovalrendena.it;0465 801031;qualita@salumificiovalrendena.it ordini@salumificiovalrendena.it ordini2@salumificiovalrendena.it servizioclienti@salumificiovalrendena.it
Salumificio Volpi (S.P.A.);Via Roma, 41, 25060 Collebeato BS;http://www.salumificiovolpi.it;030 251 0551;
Bed and Breakfast CALAONE;via Fiorentine 13 località Calaone, 35030 Baone PD;;0429 51523;
Ai Filari;Via Tavole, 7, 35030 Baone PD;http://www.aifilari.it;348 977 7792;
Trattoria Tre Camini;Via Capitello, 9, 35030 Calaone PD;https://trattoriatrecamini-it.webnode.it;345 584 5677;
Salumificio Errevi;Via Filippo Corridoni, 122, 25010 Montirone BS;http://www.salumificio-errevi.it;;
Be.ni Spa;Viale Francia, 15, 35020 Tribano PD;http://www.beni.it;049 958 5300;
Punto Vendita Del Salumificio Monte Isola Loc Peschiera Maraglio;loc. Maraglio, Peschiera MT;http://www.salumificiomonteisola.it;030 988 6292;info@salumificiomonteisola.it
Bar Ristorantino Venier;P.za XXV Aprile, 26, 35030 Baone PD;;0429 4766;
Il Mottolo;Via Commezzare, 23, 35032 Arqua' Petrarca PD;https://www.ilmottolo.it;;info@ilmottolo.it
L'Angolo della Pizza da Nene;Via Monte Gula, 35/a, 35030 Baone PD;;333 818 3811;
La Tradizione Snc di Garbin William & C.;Via Valli, 13, 35043 Monselice PD;http://www.macelleriagarbin.com;0429 73526;info@macelleriagarbin.com
Macelleria Equina;Riviera Giovanni Battista Belzoni, 17, 35043 Monselice PD;;346 321 4726;
Azienda vitivinicola Ca' Manin Enoteca;Via G. Marconi, 732, 35030 Vo PD;;049 994 0502;
Agriturismo Bacco e Arianna;Via Ca' Sceriman, 784, 35030 Vo PD;http://www.baccoearianna.com;049 994 0187;info@baccoearianna.com
San Nazario Az. Agr. Biologica Agriturismo Vegetariano;Via Monte Versa, 1519, 35030 Vo' PD;https://www.vinisannazario.it;347 301 2505;
Salumificio Monte Isola;Via Senzano, 30B, 25050 Monte Isola BS;https://www.salumificiomonteisola.it;030 988 6292;info@salumificiomonteisola.it
Alimentari Al Buongustaio Snc Di Tiziano E Davide Maron;Via F. Petrarca, 27, 35042 Este PD;;0429 2147;
La Macelleria in piazzetta;Piazza M. L. King, 17, 35030 Rubano PD;http://la-macelleria-in-piazzetta.business.site;049 897 9484;
Menardi S.r.l.;Via del Commercio, 19, 36024 Mossano VI;http://www.maglificiomenardi.it;0444 795404;
Laica S.p.a.;Viale del Lavoro, Fraz. Ponte, 10, 36048 Barbarano Mossano VI;https://www.laica.it;0444 795314;
IQOS PARTNER BARBARANO MOSSANO - Non Solo Tabacchi;Via del Commercio, 14, 36048 Barbarano Mossano VI;https://it.iqos.com;0444 795637;servizioclienti@iqos.it
Alca europe srls;Via dell'Artigianato, 14/C, 36048 Ponte di Mossano VI;https://www.alcaeurope.com;0444 183 8315;info@alcaeurope.com
Magia di Barbarano;Via S. Martino, 29, 36021 Barbarano Vicentino VI;http://www.magiadibarbarano.it;340 070 7307;info@magiadibarbarano.it
CONSORZIO AGRARIO DEL NORDEST | Agenzia di Barbarano Mossano;Via Stazione 1 C Fraz, 36021 Barbarano Vicentino VI;http://www.agrinordest.it;0444 896541;sede@agrinordest.it
Edil Negrin;Via G. Matteotti, 37/A, 36021 Barbarano Mossano VI;https://www.edilnegrin.it;0444 896078;
Antica Trattoria e Bar Agli Olmi;Via Palma, 18, 36048 Barbarano Mossano VI;http://www.anticatrattoriaagliolmi.it;347 064 6592;agliolmi@gmail.com
Agriturismo da Sagraro;Via Olivari, 1, 36024 Mossano VI;https://www.agriturismodasagraro.com;347 290 7072;
Al Vecio Magazin;Via Cognola, 20, 36021 Barbarano Vicentino VI;http://facebook.com;348 040 1462;
Centro Residenziale San Giovanni in Monte - Fondazione OIC onlus;Via Palma, 1, 36020 Barbarano Mossano VI;http://mossano.oiconlus.it;0444 863400;
Padrin Lorenzo;Via S. Pancrazio, 4, 36021 Barbarano Mossano VI;;0444 896512;
Termoidraulica e Condizionamento Agriman Francesco;;https://www.termoidraulicaecondizionamento.it;347 125 1934;
Parafarmacia Benessere di Helty S.p.A.;Via del Commercio, 14, 36021 Ponte di Barbarano VI;https://www.helty.it;0444 795703;info@helty.it job@helty.it
Tensostruttura Pro Colli Berici;Via G. B. Zonato, 36021 Barbarano Vicentino VI;http://www.procolliberici.it;348 303 6153;
CHIESA DI MOSSANO;Via Conciliazione, 2, 36024 Barbarano Mossano VI;;0444 896553;
Zurich;Via F. Crispi, 3, 36021 Barbarano Mossano VI;https://www.zurich.it;;Zurich.Insurance.Plc@pec.zurich.it privacy@zurich-connect.it Zurich.Investments.Life@pec.zurich.it informazioni@zurich.it privacy@it.zurich.com customerlife@it.zurich.com Zurich.Insurance.Company@pec.zurich.it
FRANTOIO MARTINI;Via Bagnara Alta, 1122, 35030 Vo PD;http://www.frantoiomartini.it;049 994 0201;agri.alm.martini@gmail.com
Grotta Di San Bernardino;36024 Barbarano Mossano VI;;;
Scuole Media Statale R. Fabiani;Via 4 Novembre, 82, 36021 Barbarano Vicentino VI;;0444 886073;
G.p.z. srl;Via Riviera Berica, 5, 36021 Ponte di Barbarano VI;https://www.gpzespositori.com;0444 795013;gpz-albettone@gpzespositori.it gpz-barbarano@gpzespositori.it
Tubitex SpA;Viale del Lavoro, 31, 36048 Zona Industriale VI;https://www.tubitex.com;0444 795333;
Comune di Barbarano Mossano;Piazza Roma, 35, 36021 Barbarano Vicentino VI;http://www.comune.barbaranomossano.vi.it;0444 788300;protocollo@comune.barbaranomossano.vi.it protocollo@pec.comune.barbaranomossano.vi.it
L'Ape Di Gardin Srl;Via G. Matteotti, 27, 36021 Barbarano Vicentino VI;http://www.apicolturagardin.it;0444 795311;gardinalessandro@legalmail.it
TEAM 2B S.R.L.;Via Ca' Brusa', 2, 36048 Ponte di Barbarano VI;https://team2bsrls.com;348 766 8762;
Biblioteca Barbarano Mossano;Piazza Roma, 8, 36048 Barbarano Mossano VI;https://biblioinrete.comperio.it;0444 776061;
Prosciutti Castel San Zeno di Moracchiato Paolo Srl, con sede legale in Via Camperiano, 53 - Montagnana (PD);Via C. Pisacane, 15, 35035 Mestrino PD;http://www.prosciutticastelsanzeno.it;049 900 0342;
Enoteca La Caneveta;Piazza Roma, 13, 36021 Barbarano Vicentino VI;http://www.lacaneveta.it;0444 145 5762;
PANAMA SRL;Via Andrea Palladio, 30, 36044 Val Liona VI;https://www.crai-supermercati.it;0444 889781;
Castello di Barbarano;Via Castello, 6, 36021 Barbarano Vicentino VI;http://www.castellomarinoni.com;0444 886055;info@castellomarinoni.com
PRO LOCO PONTE;Via Crispi, 6A Fraz, 36048 Ponte di Barbarano VI;http://prolocoponte.it;340 875 1245;info@prolocoponte.it
Agriturismo Il Passo;Via G. Marconi, 1, 35040 Barbona PD;https://www.agriturismoilpasso.it;339 635 2750;
Byo'Z Carni Srl;Sotto Il Salone, 1, 35122 Padova PD;;049 654380;
Macelleria Santi Orazio;Piazza Papa Giovanni Paolo II, 3, 45100 Boara Polesine RO;;0425 484133;
Lumini Luciano;Via dello Sport, 23, 35040 Boara Pisani PD;;0425 48312;
Casa e Bottega - Macelleria e Gastronomia;Viale Giovanni Amendola, 18, 45100 Rovigo RO;https://www.casaebottegarovigo.it;348 399 8583;info@casaebottegarovigo.it
Az. Agr. Michele Littamé;Via Dosso, 2, 35040 Sant'Urbano PD;http://www.michelelittame.it;0429 693292;info@michelelittame.it
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Piccolo Rustico;SP8d, 38, 35040 Rialto PD;;346 666 6887;
Carbent Di Bentivoglio G. & C. S.A.S.;Via Gardesana dell'Acqua, 6, 37011 Bardolino VR;http://www.bentivoglio.it;045 721 0522;info@bentivoglio.it
Macelleria De Paoli;Via Carducci, 4, 37011 Bardolino VR;https://www.facebook.com;045 721 0290;
Gastronomia Alimentari Di Gastaldelli S.;Via Peschiera, 37, 37011 Bardolino VR;;045 721 1693;
El Botegher Noo;Piazza Betteloni, 16, 37011 Bardolino VR;https://www.elboteghernoo.it;045 621 0437;elboteghernoo@pec.it info@elboteghernoo.it
Alimentari Latteria Pace dal 1949;Via Borgo Cavour, 9, 37011 Bardolino VR;http://latteria-pace-alimentari.business.site;045 621 1180;
Azienda Agricola Vallonga;Strada Costa di Vallonga, 1, 37011 Bardolino VR;http://www.agricolavallonga.it;045 622 7393;info@agricolavallonga.it
Catering Bardolino;Via Croce, 35, 37011 Bardolino VR;http://www.cateringbardolino.it;045 621 2741;
Olio Viola Srl;Via Molini, 7, 37011 Bardolino VR;https://www.olioviola.it;045 721 0143;info@olioviola.it
Bazerla Marco;Corso Umberto I, 7, 37011 Bardolino VR;;045 721 0046;
Agriturismo Raval;Strada Raval, 1, 37011 Bardolino VR;http://www.agriturismoraval.it;045 723 6569;aziendaagricolaraval@gmail.com
Super Terry;Via Croce, 35, 37011 Bardolino VR;http://www.superterry.it;045 485 3576;superterrybardolino@gmail.com
Carne e Bottega - Raccagni;via Porta San Zeno, 4/6, 37017 Lazise VR;https://www.italiandeli.shop;045 758 0081;info@italiandeli.shop 20info@italiandeli.shop
Azienda Agricola Caldana Giampietro;Via Pragrande, 1, 37011 Bardolino VR;;348 263 6384;
Speck Stube Bardolino;Via Croce, 1, 37011 Bardolino VR;https://speckstubebardolino.eu;045 621 0918;
"Enoteca ""El logo""";Via Manzoni, 23, 37011 Bardolino VR;http://www.enotecabardolino.it;045 721 0854;
Bigagnoli organic wines;Via Veronello, 1, 37011 Bardolino VR;http://www.bigagnoliwines.com;349 563 3093;info@bigagnoliwines.com
Cantina F.lli Zeni;Via Costabella, 9, 37011 Bardolino VR;http://www.zeni.it;045 721 0022;
Azienda Agricola Cà Bottura;Via San Colombano, Loc. Cà Bottura, 51, 37011 Bardolino VR;http://www.cabottura.it;045 721 1770;info@cabottura.it
Guerrieri Rizzardi Azienda Agricola Cantina Wineshop;Str. Campazzi, 2, 37011 Bardolino VR;https://www.guerrieri-rizzardi.it;045 721 0028;mail@guerrieri-rizzardi.it press@guerrieri-rizzardi.it visite@guerrieri-rizzardi.it italia@guerrieri-rizzardi.it export@guerrieri-rizzardi.it
Azienda Agricola Casaretti;Località Casaretti, 2-a, 37011 Bardolino VR;https://www.casaretti.it;045 723 5475;info@casaretti.it
Cantina Valetti;Via Pragrande, 8, 37011 Bardolino VR;http://www.valetti.it;045 723 5075;cantinavaletti@pec.valetti.it valetti@valetti.it
Ambrosi Maria Teresa;Via Fosse, 31, 37011 Bardolino VR;;045 721 0268;
Il Fornaio di Boni Patrizia;Via Ugo Foscolo, 13, 37011 Bardolino VR;;045 621 0456;
MARINO ARDUINI Azienda Contadina;Località Carlotte, 37010 Pastrengo VR;https://www.agriturismoserena.com;349 586 9482;
La Bottega della Carne di Mazza Massimo;Via Borghetto, 34, 37012 Bussolengo VR;;045 715 0548;
Ceradini Michele Azienda agricola;Via Costabella, 43, 37010 Costermano VR;;045 620 1440;
Soc. Agricola Casetto di Aldo Brancher & C. s.s.;Via Monte Noal e Pigno, 8, 37011 Cisano VR;https://www.agricolacasetto.it;045 622 9130;
Wine bar ca del vin;Via Palestro, 12, 37011 Bardolino VR;;045 621 0006;
Al Bersagliere;Via S. Colombano, 47, 37011 Bardolino VR;http://www.locandaalbersagliere.com;045 621 2361;
Cantine Delibori;Str. Bisavola, 6, 37011 Calmasino VR;http://www.cantinedelibori.it;045 626 0655;
Villa Calicantus;Via Concordia, 13, 37011 Calmasino VR;http://www.villacalicantus.it;340 366 6740;info@villacalicantus.it
Ristorante Enoteca Il Giardino delle Esperidi;Via Mameli, 1, 37011 Bardolino VR;https://www.giardinodelleesperidi.it;045 621 0477;
Agriturismo Cantarane Bardolino;37011 Bardolino VR;http://www.cantaranebardolino.com;340 525 5182;
Bottega Del Vino;Piazza Giacomo Matteotti, 46, 37011 Bardolino VR;;045 621 2360;
Alimentari Ortofrutta Modena Snc;Via Verona, 63, 37011 Calmasino VR;https://alimentari-ortofrutta-modena-snc.business.site;045 723 6277;
Supermarket Salumi-Pane Formaggi;37016 Garda VR;;;
D'ANNUNZIO BISTRÒ;Via Cesare Battisti, 5, 37011 Bardolino VR;https://www.dannunziocafebardolino.it;045 923 2495;dannunziocafebardolino@gmail.com
BardOlivo;Str. Alzeroni, 6, 37011 Bardolino VR;;;
Agriturismo Tre Colline;Strada Palù, 26, 37011 Calmasino VR;http://www.trecollinebardolino.it;045 723 5219;info@trecollinebardolino.it
Dal Monte;Via Lazzaro Bonamigo, 35, 36061 Bassano del Grappa VI;http://web.dalmonte.info;0424 234203;
Zanetti Romeo;Via Brigata Granatieri di Sardegna, 44, 36061 Bassano del Grappa VI;;0424 521534;
Fietta - La Bottega del Gusto;Via della Pace, 39, 36061 Bassano del Grappa VI;http://www.dafietta.it;0424 523519;
la vela carni;36061, Quartiere Prè, 8/a, 36061 Bassano del Grappa VI;;0424 226405;
Super Salumeria;Via Giacomo Matteotti, 4, 36061 Bassano del Grappa VI;;0424 403680;
Spaccio Latterie Vicentine - Bassano;Viale Vicenza, 145, 36061 Bassano del Grappa VI;https://spacci.latterievicentine.it;378 301 5987;
Spaccio Latterie Vicentine - Bassano del Grappa;Via del Mercato, 1, 36061 Bassano del Grappa VI;https://spacci.latterievicentine.it;327 077 1232;
Macelleria Moresco;Via del Cristo, 18, 36061 Bassano del Grappa VI;;0424 525016;
Spaccio carni Dal Monte srl;Via Verona, 4, 36020 Pove del Grappa VI;http://www.spacciocarnidalmonte.it;0424 80492;
Gastronomia dal Cuoco;Via Angarano, 141, 36061 Bassano del Grappa VI;;0424 503211;
La Casera;Viale Monte Grappa, 84, 36061 Bassano del Grappa VI;http://www.lacasera.it;0424 30716;elena@lacasera.it lacasera@lacasera.it
Alimentari Giaron;Via Angarano, 91, 36061 Bassano del Grappa VI;https://www.brunellosalumi.com;0424 503734;info@brunellosalumi.com
Droghificio Sartori srl;Via dei Mille, 27, 36022 Cassola VI;http://www.droghificiosartori.it;0424 32474;info@droghificiosartori.it servizioclienti@droghificiosartori.it
El Bocon Del Prete;Via B. Gamba, 29, 36061 Bassano del Grappa VI;https://it-it.facebook.com;0424 219055;
Alimentari Da Marisa - Enogastronomia Frutta e Verdura di Perin Emanuele;Viale Pecori Giraldi, 5, 36061 Bassano del Grappa VI;https://www.alimentaridamarisa.it;0424 504110;emanuele170805@gmail.com
Contrà del Sole;Via Ca' Rezzonico, 71, 36061 Bassano del Grappa VI;;0424 524279;
Enogastronomia di Antonio Baggio;Via Bellavitis, 19, 36061 Bassano del Grappa VI;http://www.baggioenogastronomia.it;0424 522500;
Baggio Mario - Specialità Alimentari;Via Roma, 102, 36061 Bassano del Grappa VI;;0424 523003;
Zarpellon;Via S. G. B. de La Salle, 6, 36060 Romano D'ezzelino VI;http://zarpellon.it;0424 3993;info@zarpellon.it
Cherubin Daniele;Via G.B. Gobbi, 12, 36061 Bassano del Grappa VI;;0424 524136;
"Famiglia Gastaldello dal 1969 ""Casa del Parmigiano""""";Piazza Castello, 25, 36063 Marostica VI;http://www.famigliagastaldello.it;0424 75071;
IANDOLO ALIMENTARI;Via Buonarroti M., 24, 36061 Bassano del Grappa VI;;334 943 4246;
Gastronomia Le Tradizioni srl Di Marchiorello Giuseppe;Via Valsugana, 86, 36022 Cassola VI;;0424 566981;
Macelleria Fontana;Via A. Nonis, 62, 36063 Marostica VI;http://www.macelleriafontana.it;0424 77222;
Bossa Buffona;Via bartolomeo Gamba, 25, 36061 Bassano del Grappa VI;https://m.facebook.com;375 504 8209;
Degustiamo.com;;http://www.degustiamo.com;351 752 3636;
Tolfo Tommaso;P.za San Zeno, 7, 36022 Cassola VI;;0424 570027;
VINOteca di Poli Erika;Viale Pio X, 60, 36061 Bassano del Grappa VI;;392 703 2381;
Pomo d'oro - la cucina in bottega -;Viale Europa, 3, 36061 Bassano del Grappa VI;https://www.pomodorocucinainbottega.it;0424 33441;info@pomodorocucinainbottega.it
Macelleria Brotto Giuseppe;Via Leonardo da Vinci, 65, 36022 Cassola VI;;0424 30075;
Bottega del Pane Beltrame;Piazza Libertà, 25, 36061 Bassano del Grappa VI;http://www.bottegadelpane.com;0424 522119;
Magazin Romanesc Cassola (Bassano del Grappa);Via Portile, 11, 36022 San Giuseppe VI;;328 538 6679;
Famila - Bassano del Grappa;Viale Vicenza, 61, 36061 Bassano del Grappa VI;https://promo.unicomm.it;0424 503680;
Macelleria Brotto Egidio;Via Astico, 10, 36030 Romano D'ezzelino VI;http://brottoegidio.com;0424 32165;info@brottoegidio.com
Ristorante Bauto;Via Trozzetti, 27, 36061 Bassano del Grappa VI;http://www.ristorantebauto.it;0424 34696;
Macelleria Brotto Luca;Via Mazzini G., 186, 36027 Rosà VI;;0424 581843;
Fermenteria;Via Campo Marzio, 43, 36061 Bassano del Grappa VI;http://fermenteria.it;320 340 7673;fermenteriabassano@gmail.com
El Piron;Via Zaccaria Bricito, 12, 36061 Bassano del Grappa VI;http://www.elpiron.it;0424 525306;
Gherardo Lorenzo;Via Maggiore, 33, 35020 Pernumia PD;;0429 779731;
F.Lli Cecconello Sas Di Cecconello Gregory & C;Via dell'Artigianato, 8, 35020 Carrara San Giorgio PD;http://www.fllicecconello.com;049 521 2665;info@fllicecconello.com
Cantina Salvan - Vigne del Pigozzo;Via Mincana, 143, 35020 Due Carrare PD;http://salvanwine.com;049 525841;
Bevemo L'Ultima;Viale dei Colli Euganei, 26, 35041 Battaglia Terme PD;https://www.facebook.com;388 340 6549;
Delizie Del Viale Dei Vescovi (S.A.S.);Via T. Livio, 4, 35038 Torreglia PD;;049 993 0371;
Alimentari da Bussoletto sas;Via Angelo Beolco, 13, 35020 Pernumia PD;;348 005 0996;
Museo Civico della Navigazione Fluviale;Via Ortazzo, 63, 35041 Battaglia Terme PD;http://www.museonavigazione.eu;049 525170;info@museonavigazione.eu
Le Chicche di Bertin;Viale Stazione, 125, 35036 Montegrotto Terme PD;http://www.angolobertin.com;049 793257;salumeria.bertin@gmail.com
Presepe sull'acqua di Battaglia Terme;Via Colli Euganei, 90, 35041 Battaglia Terme PD;;;
Ricetta91;Via Padova, 6/A, 35043 Monselice PD;http://www.ricetta91.com;;
Stabilimento Termale La Contea Terme di Battaglia S.r.l.;Via F. Petrarca, 11, 35041 Battaglia Terme PD;http://www.termelacontea.com;049 525680;
Martini Andrea;Via Roma, 4, 35020 Pozzonovo PD;https://www.macelleriamartiniandrea.it;0429 79004;
Alimentari De Franceschi (Belmarket);Via Cengolina, 7, 35030 Galzignano Terme PD;http://www.dadoonline.com;049 913 0100;
Area Sosta Camper - Spazio Fiore - Battaglia Terme;Viale Degli Alpini, 35041 Battaglia Terme PD;https://www.facebook.com;334 732 3606;
Bar Delle Terme;Viale dei Colli Euganei, 72A, 35041 Battaglia Terme PD;https://www.facebook.com;049 911 6227;
Battaglia Terme;35041 Battaglia Terme PD;http://www.trenitalia.com;;
Macelleria Al Duomo;Via Garibaldi, 4, 35043 Monselice PD;;389 508 0801;
Salumificio Truffa Renzo Giulio;Via XX Settembre, 1915, 14041 Agliano AT;;0141 954284;
Istituto Comprensivo Di Battaglia Terme;Piazza Don M. Romano, 1, 35041 Battaglia Terme PD;http://www.iccarrareseeuganeo.edu.it;049 525078;
Antichi Sapori Di Brustolin Renato;Via Roma, 46, 35043 Monselice PD;;0429 767212;
Castello del Catajo;Via Catajo, 1, 35041 Battaglia Terme PD;http://www.castellodelcatajo.it;349 934 7190;info@castellodelcatajo.it
Habanero's Farm;Via Europa, 17, 35020 Vanzo PD;http://www.habanerosfarm.it;347 317 7407;info@habanerosfarm.it
Il Ristorantino;Via Roma, 75, 35041 Battaglia Terme PD;https://www.facebook.com;348 858 1703;
Squarcina Fruits;Piazzale Stazione, 4, 35036 Montegrotto Terme PD;http://www.itipicipadovani.it;049 793524;
EX Stabilimento Termale INPS;35041 Battaglia Terme PD;;;
Panificio Stellin;Corso delle Terme, 70, 35036 Montegrotto Terme PD;https://m.facebook.com;049 794035;
Ortofrutta Erica;Via Roma, 100, 35020 Masera' di Padova PD;;340 417 2321;
Villa Sceriman;Via dei Colli, 1084, 35030 Vo' PD;http://www.villasceriman.it;049 994 0123;villasceriman@villasceriman.it
Panificio Baratto Sas di Baratto Massimo;Via Roma, 27, 35036 Montegrotto Terme PD;;049 793405;
